,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
785,Marsabit,71,KE,1600017165,43,2.33,37.99,74.48,20.76
786,São Filipe,77,CV,1600016487,78,14.9,-24.5,80.22,14.36
787,Riyadh,11,SA,1600016648,20,24.69,46.72,95.0,2.24
788,Halkirk,100,CA,1600017166,75,52.28,-112.15,48.0,7.0
789,Severo-Kuril'sk,18,RU,1600017166,82,50.68,156.12,48.81,22.1
790,Narsaq,0,GL,1600016586,31,60.92,-46.05,46.4,3.36
791,Port Elizabeth,20,ZA,1600017166,72,-33.92,25.57,59.0,17.22
792,Palmer,75,US,1600017167,56,42.16,-72.33,73.4,6.93
793,Luan,20,CH,1600017167,57,46.36,6.98,78.8,9.17
794,Yuanping,100,CN,1600017167,90,38.72,112.76,61.74,1.86
795,Ust'-Kulom,100,RU,1600017167,94,61.69,53.69,49.86,10.54
796,Saint-Augustin,100,CA,1600017168,52,51.23,-58.65,59.5,19.82
797,Korla,55,CN,1600017168,74,41.76,86.15,69.01,5.99
798,Sokol,47,RU,1600017168,87,59.46,40.12,48.97,10.36
799,Águeda Municipality,77,PT,1600017168,68,40.58,-8.44,82.99,6.04
800,Fortuna,0,US,1600016378,98,40.6,-124.16,53.01,1.01
801,Lüderitz,0,NA,1600017169,66,-26.65,15.16,58.73,25.59
802,Portland,90,US,1600016477,93,45.52,-122.68,53.6,1.03
803,Baruun-Urt,0,MN,1600017169,58,46.68,113.28,44.98,8.46
804,Tautira,20,PF,1600016471,73,-17.73,-149.15,75.2,3.36
805,Mahébourg,75,MU,1600017170,83,-20.41,57.7,71.6,10.29
806,Ashtian,0,IR,1600017170,28,34.52,50.0,64.67,10.74
807,Berekum,82,GH,1600017171,95,7.45,-2.58,75.13,1.9
808,Deputatsky,97,RU,1600017112,85,69.3,139.9,36.41,2.46
809,Muroto-misakicho,4,JP,1600017171,78,33.28,134.15,77.2,2.48
810,Souillac,75,MU,1600017171,83,-20.52,57.52,71.6,10.29
811,Olafsvik,97,IS,1600016635,66,64.89,-23.71,47.32,10.98
812,Iqaluit,90,CA,1600017172,80,63.75,-68.51,39.2,3.36
813,Piranhas,0,BR,1600017172,12,-16.43,-51.82,99.95,7.4
814,Adoni,100,IN,1600017172,90,15.63,77.28,72.95,15.97
815,Volot,16,RU,1600017172,73,57.93,30.7,52.43,9.44
816,Haines Junction,25,CA,1600016748,68,60.75,-137.51,40.62,2.64
817,Lagdo,20,CM,1600017173,58,9.05,13.73,87.8,9.17
818,Udachny,18,RU,1600017173,75,66.42,112.4,42.8,4.47
819,Vardø,75,NO,1600016785,93,70.37,31.11,48.2,9.17
820,Bubaque,0,GW,1600017173,81,11.28,-15.83,81.64,14.5
821,San Quintín,0,MX,1600016770,52,30.48,-115.95,78.06,7.78
822,Jalu,0,LY,1600017174,21,29.03,21.55,93.4,11.07
823,Qeshm,0,IR,1600017175,46,26.96,56.27,91.4,4.7
824,Yangi Marg`ilon,0,UZ,1600016799,48,40.43,71.72,66.2,4.7
825,Severodvinsk,75,RU,1600017175,93,64.56,39.83,51.8,6.71
826,Gao,42,ML,1600017175,13,16.64,1.64,103.82,10.54
827,Fairbanks,1,US,1600017122,75,64.84,-147.72,37.0,2.04
828,Sistranda,75,NO,1600017175,87,63.73,8.83,51.8,19.46
829,Khuzhir,100,RU,1600017176,82,53.19,107.34,48.09,8.5
830,Rundu,0,NA,1600017176,18,-17.93,19.77,73.92,2.3
831,Grindavik,90,IS,1600016790,87,63.84,-22.43,46.4,16.11
832,Turtas,62,RU,1600017176,94,58.94,69.13,47.32,2.44
833,Lockport,1,US,1600017169,64,41.59,-88.06,73.0,5.82
834,Vao,95,NC,1600017177,78,-22.67,167.48,69.3,21.3
835,Nanortalik,0,GL,1600017177,67,60.14,-45.24,40.01,8.21
836,Padang,92,ID,1600017035,72,-0.95,100.35,77.9,3.44
837,Saint-Joseph,22,RE,1600017177,73,-21.37,55.62,69.8,10.29
838,College,20,US,1600016902,86,64.86,-147.8,37.0,3.36
839,Muros,92,ES,1600016730,44,42.78,-9.06,82.99,5.99
840,St. George's,20,GD,1600017138,75,12.06,-61.75,89.6,16.11
841,Soyo,15,AO,1600017178,77,-6.13,12.37,75.36,10.11
842,Arraial do Cabo,10,BR,1600017127,61,-22.97,-42.03,86.0,23.04
843,Miguel Hidalgo,40,MX,1600017179,56,19.42,-99.2,68.0,9.17
844,Malakal,100,SS,1600017179,96,9.53,31.66,72.45,5.37
845,Srednekolymsk,0,RU,1600017179,74,67.45,153.68,40.48,2.59
846,Atasū,98,KZ,1600016981,28,48.68,71.64,65.62,7.09
847,Daşoguz,0,TM,1600017179,40,41.84,59.97,68.0,6.93
848,Ponta Delgada,20,PT,1600016848,73,37.73,-25.67,73.4,14.99
849,Nuuk,0,GL,1600017097,44,64.18,-51.72,39.2,8.05
850,Waitati,100,NZ,1600017180,75,-45.75,170.57,48.99,15.99
851,Bandar-e Lengeh,0,IR,1600017180,55,26.56,54.88,91.4,7.07
852,Kunshan,78,CN,1600017180,88,31.38,120.95,75.99,4.47
853,Nikolskoye,40,RU,1600017181,66,59.7,30.79,55.99,20.13
854,Kununurra,40,AU,1600017181,83,-15.77,128.73,73.4,2.24
855,Vicuña,20,CL,1600017181,76,-30.03,-70.71,57.2,12.75
856,Priverno,75,IT,1600017181,50,41.47,13.19,84.99,4.0
857,Kaoma,16,ZM,1600017182,23,-14.78,24.8,72.79,2.86
858,Otane,90,NZ,1600016955,84,-39.88,176.63,50.0,5.01
859,Kokoda,84,PG,1600017182,73,-8.88,147.74,71.96,0.72
860,Ocean City,90,US,1600017182,64,39.28,-74.57,82.0,6.93
861,Pilar,75,BR,1600017182,58,-9.6,-35.96,82.4,19.46
862,Fuyu,4,CN,1600017183,92,45.18,124.82,53.55,3.33
863,Mount Isa,0,AU,1600016789,32,-20.73,139.5,69.8,6.93
864,Naze,75,JP,1600017183,100,28.37,129.48,77.0,8.05
865,Antofagasta,20,CL,1600017129,63,-23.65,-70.4,60.8,13.87
866,Dunedin,100,NZ,1600016779,81,-45.87,170.5,50.0,4.0
867,Peniche,92,PT,1600016802,85,39.36,-9.38,75.0,11.99
868,Westport,20,US,1600017184,69,41.14,-73.36,75.99,9.17
869,Mionica,11,BA,1600017184,50,44.87,18.46,82.99,1.12
870,Shelburne,1,CA,1600017075,60,44.08,-80.2,73.4,19.46
871,Kanhangad,75,IN,1600017185,100,12.31,75.11,75.2,2.24
872,Stonewall,20,CA,1600017185,62,50.13,-97.33,55.4,16.11
873,Billings Metropolitan Area,20,US,1600016916,58,45.78,-108.5,63.0,8.05
874,Almuñécar,100,ES,1600017185,63,36.73,-3.69,82.99,5.35
875,Aban,53,RU,1600017186,92,56.67,96.06,45.25,4.9
876,Yelan’-Kolenovskiy,0,RU,1600017186,37,51.16,41.15,61.48,6.38
877,Englehart,90,CA,1600017186,82,47.82,-79.87,68.0,21.92
878,Lufilufi,75,WS,1600017186,100,-13.87,-171.6,75.2,21.21
879,Moerai,9,PF,1600017187,87,-22.43,-151.33,75.25,17.52
880,Imeni Babushkina,93,RU,1600017187,92,59.76,43.13,49.73,9.42
881,Saint-François,0,FR,1600016796,27,46.42,3.91,87.8,6.93
882,Bilibino,88,RU,1600016883,83,68.05,166.44,36.46,6.33
883,Kabanjahe,100,ID,1600017187,96,3.1,98.49,64.76,1.97
884,Amnat Charoen,40,TH,1600017188,76,15.86,104.63,79.57,1.48
885,Kumano,75,JP,1600017188,73,34.34,132.59,69.8,6.93
886,Otjiwarongo,0,NA,1600017188,20,-20.46,16.65,70.2,5.61
887,Tura,100,IN,1600017188,97,25.52,90.22,74.8,5.84
888,Asău,36,RO,1600016826,79,46.43,26.4,66.0,4.12
889,Vila Velha,20,BR,1600016372,58,-20.33,-40.29,82.4,17.22
890,Palana,100,RU,1600017189,89,59.12,159.97,42.76,16.93
891,Brookhaven,27,US,1600017189,76,31.58,-90.44,88.0,6.87
892,Itarema,16,BR,1600016822,52,-2.92,-39.92,85.48,22.44
893,Grand-Santi,1,GF,1600016765,30,4.25,-54.38,98.44,4.52
894,Norman Wells,75,CA,1600017190,77,65.28,-126.83,32.0,2.24
895,Provideniya,100,RU,1600017190,92,64.38,-173.3,43.47,16.91
896,Hofn,90,IS,1600016585,66,64.25,-15.21,48.2,12.75
897,Aksarka,54,RU,1600017190,80,66.56,67.8,45.07,6.73
898,Codrington,14,AU,1600016363,92,-38.27,141.97,47.89,8.57
899,Chipinge,47,ZW,1600017191,63,-20.19,32.62,62.6,5.46
900,Camaná,56,PE,1600017191,63,-16.62,-72.71,65.25,8.9
901,Hambantota,100,LK,1600016845,77,6.12,81.12,80.46,15.88
902,Villa Bruzual,50,VE,1600017191,66,9.33,-69.12,87.67,5.79
903,Afuá,13,BR,1600017192,55,-0.16,-50.39,91.49,6.02
904,Houffalize,47,BE,1600017192,52,50.13,5.79,78.01,1.01
905,São José do Belmonte,54,BR,1600017192,17,-7.86,-38.76,92.89,12.68
906,Siddipet,100,IN,1600017193,89,18.1,78.85,75.76,8.37
907,Buraidah,0,SA,1600017193,16,26.33,43.98,98.6,6.93
908,Puri,20,IN,1600017193,89,19.8,85.85,84.2,4.7
909,Jumla,98,NP,1600016886,68,29.27,82.18,61.72,1.21
910,Tambun,20,ID,1600017193,78,-6.26,107.07,82.99,3.36
911,Goderich,49,CA,1600017087,82,43.75,-81.72,71.01,21.27
912,Mbandaka,100,CD,1600017194,91,0.05,18.26,74.32,1.7
913,Xam Nua,100,LA,1600017194,93,20.42,104.04,68.14,1.63
914,Molina,20,CL,1600017194,71,-35.12,-71.28,62.01,10.29
915,Astoria,90,US,1600016931,93,46.19,-123.83,55.4,3.2
916,Rodrigues Alves,20,BR,1600017195,56,-7.74,-72.65,93.2,4.7
917,Tegul'det,0,RU,1600017195,84,57.31,88.17,45.59,3.33
918,Harper,59,LR,1600016769,86,4.38,-7.72,77.7,13.27
919,Manaus,40,BR,1600016971,62,-3.1,-60.02,93.2,4.7
920,Ishigaki,76,JP,1600017195,73,24.34,124.16,83.12,7.56
921,Takhtamygda,92,RU,1600017196,93,54.1,123.57,52.39,2.8
922,Gravdal,75,NO,1600017196,87,68.12,13.5,50.0,5.82
923,Kautokeino,90,NO,1600017081,77,69.01,23.04,43.68,5.06
924,Shīeli,73,KZ,1600017196,25,44.17,66.75,70.16,6.91
925,Stykkisholmur,97,IS,1600017196,65,65.08,-22.73,47.34,11.23
926,Nyrob,100,RU,1600017197,93,60.73,56.72,49.55,8.63
927,Kholodnyy,1,RU,1600017197,89,62.72,147.95,33.06,1.86
928,Pevek,27,RU,1600017197,83,69.7,170.31,41.85,9.89
929,Ixtapa,5,MX,1600017197,74,20.7,-105.2,87.01,6.93
930,Moree,0,AU,1600017198,66,-29.47,149.85,53.6,9.17
931,Ugoofaaru,100,MV,1600016839,78,5.67,73.0,82.69,10.83
932,Ves'yegonsk,12,RU,1600017198,74,58.66,37.26,51.55,9.93
933,Blackwater,0,AU,1600017198,88,-23.58,148.88,60.12,8.19
934,Teahupoo,20,PF,1600017198,73,-17.83,-149.27,75.2,3.36
935,Hamilton,40,US,1600016731,74,39.18,-84.53,81.0,5.82
936,La Ferté-Bernard,0,FR,1600017199,26,48.19,0.65,84.2,5.82
937,Simao,100,CN,1600017199,94,22.79,100.97,65.62,1.97
938,Praia,20,CV,1600016576,75,14.92,-23.51,81.86,12.33
939,Mossamedes,45,AO,1600017199,83,-15.2,12.15,64.38,10.87
940,Gemeente Wageningen,34,NL,1600017200,64,51.97,5.67,75.0,8.05
941,Lorengau,66,PG,1600017200,82,-2.02,147.27,81.88,12.75
942,Storforshei,75,NO,1600017200,87,66.4,14.52,48.2,13.87
943,Inhambane,0,MZ,1600017200,76,-23.86,35.38,70.7,9.13
944,Lata,66,PT,1600016644,50,40.16,-8.33,82.0,8.01
945,Iquique,20,CL,1600017055,59,-20.22,-70.14,64.4,12.75
946,Ongandjera,2,NA,1600017201,17,-17.88,15.07,75.92,5.64
947,Manggar,100,ID,1600017201,81,-2.88,108.27,79.97,6.82
948,Swan Hill,0,AU,1600016749,94,-35.34,143.55,43.47,5.75
949,Guerrero Negro,0,MX,1600017201,45,27.98,-114.06,81.25,7.2
950,Kasongo-Lunda,59,CD,1600017202,31,-6.47,16.82,88.18,0.78
951,Port Hedland,68,AU,1600017069,69,-20.32,118.57,75.2,8.05
952,Cayenne,40,GF,1600016714,52,4.93,-52.33,91.4,13.87
953,Nishihara,75,JP,1600017073,88,26.18,127.76,80.6,5.82
954,Montepuez,79,MZ,1600017202,49,-13.13,39.0,79.52,11.54
955,Acará,21,BR,1600017203,34,-1.96,-48.2,98.08,5.28
956,Louiseville,90,CA,1600016998,77,46.26,-72.94,62.01,5.82
957,Prokop'yevsk,0,RU,1600017203,72,53.91,86.72,44.8,2.35
958,Tezu,93,IN,1600017203,80,27.92,96.17,75.6,1.9
959,Kakching,100,IN,1600017203,92,24.48,93.98,71.22,1.32
960,Port Hueneme,75,US,1600016863,88,34.15,-119.2,62.6,5.91
961,Juradó,81,CO,1600017204,72,7.11,-77.76,83.05,6.35
962,Road Town,40,VG,1600017204,74,18.42,-64.62,87.8,8.05
963,Ambon City,96,ID,1600017204,81,-3.7,128.18,78.22,12.35
964,Manaíra,70,BR,1600017204,20,-7.71,-38.15,89.71,9.86
965,Avenal,0,US,1600017033,39,36.0,-120.13,82.0,3.47
966,Maltahöhe,0,NA,1600017205,21,-24.83,16.98,70.3,15.88
967,Assiut,0,EG,1600017205,32,27.18,31.18,93.2,13.87
968,George Town,20,MY,1600017205,83,5.41,100.34,80.6,2.98
969,Sakakah,20,SA,1600016945,12,29.97,40.21,100.4,13.73
970,Takoradze,27,GH,1600016718,83,4.88,-1.76,78.21,10.31
971,Krasnoshchekovo,12,RU,1600017206,60,51.67,82.73,51.67,4.32
972,Smithers,90,CA,1600017206,100,54.78,-127.17,48.2,3.44
973,Businga,41,CD,1600017206,82,3.33,20.88,75.88,1.61
974,Tarko-Sale,49,RU,1600016803,89,64.92,77.78,46.0,10.0
975,Baoshan,100,CN,1600017172,93,46.56,131.42,55.99,2.95
976,‘Āhuimanu,20,US,1600016644,69,21.44,-157.84,77.0,9.17
977,Arlit,4,NE,1600017207,7,18.74,7.39,106.07,19.06
978,Salalah,40,OM,1600016547,83,17.02,54.09,82.4,6.93
979,Puerto Escondido,75,MX,1600017087,65,15.85,-97.07,82.4,2.33
980,Omsukchan,97,RU,1600017207,81,62.53,155.8,39.88,6.58
981,Krasnosel'kup,100,RU,1600017208,91,65.7,82.47,52.65,9.8
982,Nizwá,10,OM,1600017208,24,22.93,57.53,91.31,8.59
983,Goundam,38,ML,1600017208,16,16.41,-3.67,104.31,4.99
984,Roald,75,NO,1600017209,71,62.58,6.13,53.6,17.22
985,Havelock,90,US,1600017209,78,34.88,-76.9,84.0,10.29
986,Sungai Penuh,99,ID,1600017209,95,-2.08,101.38,65.3,1.43
987,La Rioja,16,ES,1600017209,22,42.25,-2.5,91.4,12.75
988,Manukan,83,PH,1600017209,81,8.53,123.1,79.63,0.72
989,Hasaki,75,JP,1600017152,100,35.73,140.83,70.0,3.36
990,Sisimiut,0,GL,1600017210,73,66.94,-53.67,37.36,1.95
991,Jasper,1,US,1600017210,68,37.2,-94.35,73.99,4.7
992,Semīrom,39,IR,1600017210,36,31.42,51.57,57.11,8.37
993,Mahbūbnagar,100,IN,1600017211,91,16.73,77.98,74.44,7.72
994,Pangnirtung,20,CA,1600017211,65,66.15,-65.71,41.0,5.82
995,Kysyl-Syr,7,RU,1600017211,95,63.9,122.76,41.4,6.44
996,Semnan,14,IR,1600017211,45,35.57,53.4,70.97,10.07
997,Zaysan,11,KZ,1600017211,39,47.47,84.87,54.01,7.23
998,Vernon,68,CA,1600016927,53,50.26,-119.27,63.0,1.45
999,Karatsu,22,JP,1600017212,57,33.44,129.97,70.0,3.0
1000,San Andrés,75,CO,1600017212,94,12.58,-81.7,78.8,6.93
1001,Waitakere,97,NZ,1600017212,66,-36.92,174.66,57.0,17.22
1002,Coquimbo,20,CL,1600016873,76,-29.95,-71.34,57.2,12.75
1003,Puro,100,PH,1600017213,80,12.48,123.38,81.19,5.59
1004,Skjervøy,36,NO,1600017213,81,70.03,20.97,50.0,5.82
1005,Uxbridge,94,US,1600017213,63,42.08,-71.63,73.99,8.25
1006,Yokadouma,94,CM,1600017213,80,3.52,15.05,76.03,1.88
1007,Punta Alta,0,AR,1600017214,35,-38.88,-62.07,58.69,16.64
1008,Sola,100,VU,1600017214,87,-13.88,167.55,78.31,23.24
1009,Ubari,0,LY,1600017214,18,26.59,12.78,93.94,10.71
1010,Smolenskaya,28,RU,1600017214,50,44.79,38.8,79.0,6.71
1011,Grand Gaube,88,MU,1600017214,82,-20.01,57.66,69.01,1.99
1012,Acapulco de Juárez,40,MX,1600017215,70,16.86,-99.89,86.0,5.82
1013,Morvi,98,IN,1600017215,10,22.82,70.83,84.0,8.86
1014,Povenets,100,RU,1600017215,82,62.85,34.83,51.6,19.84
1015,Tuyen Quang,100,VN,1600017118,94,21.82,105.22,78.01,1.14
1016,Brønnøysund,75,NO,1600017215,87,65.46,12.2,50.0,20.8
1017,Montabaur,88,DE,1600017216,50,50.43,7.83,75.0,1.3
1018,Havre-St-Pierre,90,CA,1600017216,76,50.23,-63.6,57.2,4.7
1019,Sibu,40,MY,1600017216,94,2.3,111.82,77.0,2.24
1020,Denpasar,20,ID,1600017216,88,-8.65,115.22,78.8,5.82
1021,Vic,0,ES,1600017217,53,41.93,2.25,84.0,1.01
1022,Kavaratti,100,IN,1600017217,80,10.57,72.64,81.86,15.66
1023,High Prairie,100,CA,1600017217,67,55.43,-116.49,47.8,5.75
1024,Urusha,95,RU,1600017217,95,54.05,122.9,50.59,2.98
1025,North Bend,90,US,1600017218,100,43.41,-124.22,54.0,3.6
1026,Katobu,99,ID,1600017218,90,-4.94,122.53,71.82,2.3
1027,Yamada,100,JP,1600017218,90,39.47,141.95,64.17,9.62
1028,Gerāsh,20,IR,1600017218,16,27.67,54.14,93.2,6.93
1029,Broome,75,US,1600017219,68,42.25,-75.83,71.01,13.87
1030,Vredendal,2,ZA,1600017219,61,-31.67,18.5,56.1,10.22
1031,Emerald,0,AU,1600016956,72,-23.53,148.17,64.4,8.05
1032,Sorong,94,ID,1600017219,88,-0.88,131.25,78.64,18.01
1033,Price,1,US,1600017219,24,39.6,-110.81,66.2,5.95
1034,Kommunar,40,RU,1600017220,66,59.62,30.39,55.99,20.13
1035,Guisa,40,CU,1600017220,52,20.25,-76.54,89.6,10.29
1036,Canavieiras,8,BR,1600017220,73,-15.68,-38.95,77.52,10.0
1037,Hearst,100,CA,1600017221,72,49.68,-83.67,50.95,12.46
1038,Oktyabr'skiy,74,RU,1600017221,78,54.48,53.47,51.12,6.31
1039,Valparaíso,0,CL,1600017221,45,-33.04,-71.63,66.2,10.29
1040,Copiapó,90,CL,1600017073,82,-27.37,-70.33,55.4,1.12
1041,Seoul,1,KR,1600017066,93,37.57,126.98,66.2,3.51
1042,Atar,3,MR,1600017222,11,20.52,-13.05,107.4,11.05
1043,Ewo,89,CG,1600017095,77,-0.87,14.82,78.76,3.74
1044,Shache,0,CN,1600017222,25,38.42,77.24,68.23,7.23
1045,Vale,0,GE,1600017222,83,41.62,42.87,77.0,9.17
1046,Smyshlyayevka,0,RU,1600017223,62,53.24,50.39,57.2,6.71
1047,Coolum Beach,7,AU,1600017223,97,-26.53,153.1,57.99,2.48
1048,Islamkot,60,PK,1600017223,51,24.7,70.18,92.57,8.39
1049,Sumbawanga,44,TZ,1600017223,51,-7.97,31.62,63.88,3.62
1050,Fallon,1,US,1600017223,16,39.47,-118.78,75.99,4.7
1051,Chu,0,KZ,1600017224,39,43.6,73.76,65.19,8.37
1052,Payson,1,US,1600017224,34,40.04,-111.73,75.99,5.82
1053,Yumen,0,CN,1600017224,40,40.28,97.2,50.99,5.84
1054,Merrill,90,US,1600017106,82,45.18,-89.68,60.8,9.17
1055,Khovd,0,MN,1600017226,50,48.01,91.64,46.53,1.3
1056,Barra de Tecoanapa,54,MX,1600016899,63,16.52,-98.75,86.86,6.91
1057,Nantucket,1,US,1600017226,68,41.28,-70.1,69.8,16.11
1058,Necochea,88,AR,1600017226,65,-38.55,-58.74,54.0,11.01
1059,Kosh-Agach,0,RU,1600017227,74,50.0,88.67,36.23,1.59
1060,Saýat,0,TM,1600017227,35,38.78,63.88,71.6,6.93
1061,Santa Cruz de la Sierra,28,BO,1600016882,21,-17.8,-63.17,100.69,17.74
1062,Abhā,20,SA,1600017227,60,18.22,42.51,77.0,5.82
1063,Tigil',100,RU,1600017227,85,57.8,158.67,43.32,10.49
1064,Altay,7,CN,1600017054,44,47.87,88.12,50.2,4.47
1065,Trogir,0,HR,1600017228,29,43.51,16.25,87.8,16.11
1066,Northam,0,GB,1600016877,86,51.03,-4.22,70.0,1.99
1067,Kenai,1,US,1600017228,92,60.55,-151.26,30.2,3.36
1068,Provincia di Taranto,0,IT,1600017229,40,40.62,17.25,87.8,16.11
1069,Sur,62,OM,1600017229,66,22.57,59.53,81.45,8.43
1070,Chokurdakh,57,RU,1600017229,72,70.63,147.92,43.21,3.4
1071,Lavrentiya,100,RU,1600016840,92,65.58,-171.0,42.98,8.16
1072,Bengkulu,57,ID,1600017019,89,-3.8,102.27,76.35,6.91
1073,Kolyvan',70,RU,1600017230,87,55.31,82.74,48.2,2.24
1074,Itoman,75,JP,1600017230,88,26.12,127.67,80.6,5.82
1075,Lake City,40,US,1600017230,83,30.19,-82.64,87.01,6.93
1076,Brae,75,GB,1600017230,93,60.4,-1.35,51.8,1.12
1077,Kayerkan,40,RU,1600017230,82,69.35,87.76,55.4,15.66
1078,Vostok,98,RU,1600017231,69,46.49,135.88,42.39,3.62
1079,Poquoson,1,US,1600017144,83,37.12,-76.35,82.0,8.05
1080,Ulaanbaatar,40,MN,1600016891,80,47.91,106.88,39.2,6.71
1081,Amalāpuram,92,IN,1600017231,94,16.58,82.02,78.55,1.97
1082,Huarmey,40,PE,1600017232,66,-10.07,-78.15,67.55,11.32
1083,Beyneu,0,KZ,1600017232,36,45.32,55.2,73.53,12.33
1084,Paine,4,CL,1600017232,54,-33.82,-70.75,64.4,11.41
1085,San Matías,0,BO,1600017066,9,-16.37,-58.4,108.81,8.61
1086,Akureyri,75,IS,1600017232,81,65.68,-18.09,44.6,5.82
1087,Cabo San Lucas,20,MX,1600017215,74,22.89,-109.91,87.01,11.41
1088,Tulnici,16,RO,1600017233,47,45.92,26.67,77.0,4.7
1089,Nizhniy Baskunchak,0,RU,1600017233,36,48.22,46.83,64.63,5.39
1090,Abalak,55,RU,1600017233,95,58.13,68.59,48.42,2.55
1091,Dukat,98,RU,1600017234,84,62.55,155.55,37.51,5.68
1092,Hong Kong,93,HK,1600017114,95,22.29,114.16,82.99,4.0
1093,Odda,100,NO,1600017234,93,60.07,6.55,53.01,4.41
1094,Myatlevo,40,RU,1600017234,87,54.9,35.68,60.8,8.95
1095,Titay,100,PH,1600017234,86,7.81,122.53,76.39,1.74
1096,Miramar,40,US,1600017235,74,25.99,-80.23,88.0,12.75
1097,Inverell,18,AU,1600017235,89,-29.78,151.12,48.99,3.11
1098,Nauta,0,PE,1600017235,35,-4.51,-73.58,98.37,3.89
1099,Nuquí,75,CO,1600017235,78,5.71,-77.27,82.4,3.36
1100,Dingle,100,PH,1600017236,91,11.0,122.67,77.05,4.74
1101,Contamana,56,PE,1600017236,39,-7.33,-75.02,96.76,2.17
1102,Saldanha,89,ZA,1600017236,63,-33.01,17.94,60.8,11.41
1103,Lerwick,75,GB,1600017236,93,60.15,-1.15,51.8,1.12
1104,Rockland,89,US,1600017236,75,41.17,-74.05,75.0,9.57
1105,Mareeba,75,AU,1600016653,88,-17.0,145.43,68.0,9.17
1106,Grão Mogol,0,BR,1600017237,26,-16.56,-42.89,84.34,9.89
1107,Labuhan,98,ID,1600017237,75,-6.88,112.21,77.72,6.82
1108,Saint Anthony,1,US,1600017083,72,45.02,-93.22,66.99,5.79
1109,Yakeshi,52,CN,1600017238,91,49.28,120.73,49.48,7.61
1110,Cascais,20,PT,1600017238,78,38.7,-9.42,73.4,12.75
1111,Celestún,22,MX,1600017238,70,20.87,-90.4,85.41,9.8
1112,Ružomberok,95,SK,1600017239,57,49.07,19.31,75.2,1.12
1113,Bowen,40,AU,1600017065,93,-20.02,148.23,62.6,6.93
1114,Broken Hill,0,AU,1600017239,58,-31.95,141.43,53.6,18.34
1115,Nur-Sultan,100,KZ,1600017239,36,51.18,71.45,64.4,8.95
1116,Kuching,40,MY,1600017239,100,1.55,110.33,75.2,4.7
1117,Mahibadhoo,100,MV,1600017240,77,3.78,72.97,82.62,9.93
1118,Ibrā’,32,OM,1600017240,30,22.69,58.53,86.72,5.82
1119,Molokovo,18,RU,1600017240,77,58.17,36.76,50.83,10.8
1120,Bandarbeyla,86,SO,1600017240,74,9.49,50.81,79.81,29.48
1121,Lakewood,0,US,1600017241,29,39.7,-105.08,79.0,1.01
1122,Manokwari,100,ID,1600016877,78,-0.87,134.08,79.2,4.18
1123,Herat Province,0,AF,1600017241,20,34.5,62.0,73.4,12.75
1124,Imbituba,53,BR,1600016853,57,-28.24,-48.67,80.6,14.99
1125,Yeppoon,90,AU,1600017242,82,-23.13,150.73,66.2,6.93
1126,Walvis Bay,2,NA,1600016798,56,-22.96,14.51,68.0,18.34
1127,Sernovodskoye,20,RU,1600017242,73,43.32,45.16,71.6,13.42
1128,Aykhal,31,RU,1600017242,75,66.0,111.5,42.8,4.47
1129,Lar,100,IN,1600017242,79,26.2,83.97,84.31,1.19
1130,Mitú,8,CO,1600017204,45,1.2,-70.17,93.02,4.12
1131,Puerto del Rosario,20,ES,1600017243,73,28.5,-13.86,77.0,5.82
1132,Anadyr,75,RU,1600017244,93,64.75,177.48,44.6,24.61
1133,Lundazi,71,ZM,1600017244,43,-12.29,33.18,71.1,9.89
1134,Paamiut,0,GL,1600016725,69,61.99,-49.67,37.02,6.49
1135,Port Macquarie,39,AU,1600017244,97,-31.43,152.92,53.01,4.5
1136,Chapayevka,0,UA,1600017244,35,47.47,36.35,69.26,3.76
1137,Whyalla,75,AU,1600017245,87,-33.03,137.58,50.0,5.82
1138,Evansville,40,US,1600016835,61,37.97,-87.56,81.0,4.7
1139,Kemin,0,KG,1600017245,35,42.78,75.69,59.29,4.65
1140,Ulaangom,0,MN,1600017245,61,49.98,92.07,44.17,0.83
1141,Kilindoni,32,TZ,1600017246,82,-7.91,39.67,77.67,14.92
1142,Quatre Cocos,75,MU,1600017246,83,-20.21,57.76,71.6,10.29
1143,Isiro,95,CD,1600017246,94,2.77,27.62,69.48,1.63
1144,Manjacaze,3,MZ,1600017246,73,-24.71,33.88,70.36,9.22
1145,Talara,8,PE,1600017246,72,-4.58,-81.27,67.96,17.9
1146,Shar,0,KZ,1600017247,33,49.59,81.05,58.48,3.94
1147,Champaign,40,US,1600016650,73,40.13,-88.2,75.0,8.05
1148,Ozark,6,US,1600017247,70,37.02,-93.21,75.0,8.61
1149,Racibórz,58,PL,1600017193,82,50.09,18.22,71.01,2.71
1150,Changji,89,CN,1600017247,25,44.02,87.32,66.2,4.47
1151,Whitehorse,75,CA,1600017135,86,60.72,-135.05,37.99,3.36
1152,Yabrūd,0,SY,1600017248,33,33.97,36.66,86.0,14.99
1153,Shaoyang,100,CN,1600017248,86,27.23,111.45,67.12,2.84
1154,La Libertad,75,EC,1600017248,78,-2.23,-80.9,73.4,6.93
1155,Namatanai,12,PG,1600016977,82,-3.67,152.43,79.77,8.86
1156,Okhotsk,11,RU,1600017249,69,59.38,143.3,51.8,2.3
1157,Santa Luzia,0,BR,1600017249,28,-19.77,-43.85,84.2,9.17
